Section,Variable,Source,Model,ScalarName,AnalysisType,Region,ScalarType,Units,Data
HydrologyCycle,SensibleHeat,FLUXCOM,ELM_FUNP,Benchmark Period Mean (intersection),MeanState,global,scalar,watt/m2,40.6767
HydrologyCycle,SensibleHeat,FLUXCOM,ELM_FUNP,Benchmark Period Mean (complement),MeanState,global,scalar,watt/m2,36.362
HydrologyCycle,SensibleHeat,FLUXCOM,ELM_FUNP,Period Mean (original grids),MeanState,global,scalar,watt/m2,32.992
HydrologyCycle,SensibleHeat,FLUXCOM,ELM_FUNP,Model Period Mean (intersection),MeanState,global,scalar,watt/m2,37.3382
HydrologyCycle,SensibleHeat,FLUXCOM,ELM_FUNP,Model Period Mean (complement),MeanState,global,scalar,watt/m2,22.2663
HydrologyCycle,SensibleHeat,FLUXCOM,ELM_FUNP,Spatial Distribution Score,MeanState,global,score,1,0.932523
HydrologyCycle,SensibleHeat,FLUXCOM,ELM_FUNP,Phase Shift,MeanState,global,scalar,months,0.761414
HydrologyCycle,SensibleHeat,FLUXCOM,ELM_FUNP,Seasonal Cycle Score,MeanState,global,score,1,0.921304
HydrologyCycle,SensibleHeat,FLUXCOM,ELM_FUNP,Bias,MeanState,global,scalar,watt/m2,-3.2967
HydrologyCycle,SensibleHeat,FLUXCOM,ELM_FUNP,Bias Score,MeanState,global,score,1,0.661924
HydrologyCycle,SensibleHeat,FLUXCOM,ELM_FUNP,RMSE,MeanState,global,scalar,watt/m2,13.7756
HydrologyCycle,SensibleHeat,FLUXCOM,ELM_FUNP,RMSE Score,MeanState,global,score,1,0.618452
HydrologyCycle,SensibleHeat,FLUXCOM,ELM_FUNP,Overall Score,MeanState,global,score,1,0.750531
HydrologyCycle,SensibleHeat,FLUXNET2015,ELM_FUN,Period Mean (original grids),MeanState,global,scalar,W m-2,33.698
HydrologyCycle,SensibleHeat,FLUXNET2015,ELM_FUN,Bias,MeanState,global,scalar,W m-2,2.7677
HydrologyCycle,SensibleHeat,FLUXNET2015,ELM_FUN,Bias Score,MeanState,global,score,1,0.683514
HydrologyCycle,SensibleHeat,FLUXNET2015,ELM_FUN,Phase Shift,MeanState,global,scalar,months,1.16159
HydrologyCycle,SensibleHeat,FLUXNET2015,ELM_FUN,Seasonal Cycle Score,MeanState,global,score,1,0.866212
HydrologyCycle,SensibleHeat,FLUXNET2015,ELM_FUN,RMSE,MeanState,global,scalar,W m-2,26.285
HydrologyCycle,SensibleHeat,FLUXNET2015,ELM_FUN,RMSE Score,MeanState,global,score,1,0.420355
HydrologyCycle,SensibleHeat,FLUXNET2015,ELM_FUN,Overall Score,MeanState,global,score,1,0.597609
HydrologyCycle,SensibleHeat,FLUXNET2015,ELM_FUNP,Period Mean (original grids),MeanState,global,scalar,W m-2,33.7408
HydrologyCycle,SensibleHeat,FLUXNET2015,ELM_FUNP,Bias,MeanState,global,scalar,W m-2,2.70645
HydrologyCycle,SensibleHeat,FLUXNET2015,ELM_FUNP,Bias Score,MeanState,global,score,1,0.687382
HydrologyCycle,SensibleHeat,FLUXNET2015,ELM_FUNP,Phase Shift,MeanState,global,scalar,months,1.13812
HydrologyCycle,SensibleHeat,FLUXNET2015,ELM_FUNP,Seasonal Cycle Score,MeanState,global,score,1,0.871009
HydrologyCycle,SensibleHeat,FLUXNET2015,ELM_FUNP,RMSE,MeanState,global,scalar,W m-2,25.9729
HydrologyCycle,SensibleHeat,FLUXNET2015,ELM_FUNP,RMSE Score,MeanState,global,score,1,0.42188
HydrologyCycle,SensibleHeat,FLUXNET2015,ELM_FUNP,Overall Score,MeanState,global,score,1,0.600538
HydrologyCycle,SensibleHeat,FLUXNET2015,ELM,Period Mean (original grids),MeanState,global,scalar,W m-2,33.5215
HydrologyCycle,SensibleHeat,FLUXNET2015,ELM,Bias,MeanState,global,scalar,W m-2,2.57967
HydrologyCycle,SensibleHeat,FLUXNET2015,ELM,Bias Score,MeanState,global,score,1,0.679468
HydrologyCycle,SensibleHeat,FLUXNET2015,ELM,Phase Shift,MeanState,global,scalar,months,1.14406
HydrologyCycle,SensibleHeat,FLUXNET2015,ELM,Seasonal Cycle Score,MeanState,global,score,1,0.868481
HydrologyCycle,SensibleHeat,FLUXNET2015,ELM,RMSE,MeanState,global,scalar,W m-2,26.3941
HydrologyCycle,SensibleHeat,FLUXNET2015,ELM,RMSE Score,MeanState,global,score,1,0.418901
HydrologyCycle,SensibleHeat,FLUXNET2015,ELM,Overall Score,MeanState,global,score,1,0.596438
HydrologyCycle,Evapotranspiration,MODIS,ELM_FUN,Benchmark Period Mean (intersection),MeanState,global,scalar,mm d-1,1.55908
HydrologyCycle,Evapotranspiration,MODIS,ELM_FUN,Benchmark Period Mean (complement),MeanState,global,scalar,mm d-1,2.14371
HydrologyCycle,Evapotranspiration,MODIS,ELM_FUN,Period Mean (original grids),MeanState,global,scalar,mm d-1,0.595411
HydrologyCycle,Evapotranspiration,MODIS,ELM_FUN,Model Period Mean (intersection),MeanState,global,scalar,mm d-1,0.71179
HydrologyCycle,Evapotranspiration,MODIS,ELM_FUN,Model Period Mean (complement),MeanState,global,scalar,mm d-1,0.338217
HydrologyCycle,Evapotranspiration,MODIS,ELM_FUN,Spatial Distribution Score,MeanState,global,score,1,0.343834
HydrologyCycle,Evapotranspiration,MODIS,ELM_FUN,Phase Shift,MeanState,global,scalar,months,1.64119
HydrologyCycle,Evapotranspiration,MODIS,ELM_FUN,Seasonal Cycle Score,MeanState,global,score,1,0.710446
HydrologyCycle,Evapotranspiration,MODIS,ELM_FUN,Bias,MeanState,global,scalar,mm d-1,-0.847592
HydrologyCycle,Evapotranspiration,MODIS,ELM_FUN,Bias Score,MeanState,global,score,1,0.287087
HydrologyCycle,Evapotranspiration,MODIS,ELM_FUN,RMSE,MeanState,global,scalar,mm d-1,1.12847
HydrologyCycle,Evapotranspiration,MODIS,ELM_FUN,RMSE Score,MeanState,global,score,1,0.467021
HydrologyCycle,Evapotranspiration,MODIS,ELM_FUN,Overall Score,MeanState,global,score,1,0.455082
HydrologyCycle,Evapotranspiration,MODIS,ELM_FUN,SurfaceAirTemperature Hellinger Distance,Relationships,global,scalar,1,0.443851
HydrologyCycle,Evapotranspiration,MODIS,ELM_FUN,SurfaceAirTemperature RMSE Score,Relationships,global,score,1,0.581397
HydrologyCycle,Evapotranspiration,MODIS,ELM_FUN,Overall Score,Relationships,global,score,1,0.581397
HydrologyCycle,Evapotranspiration,MODIS,ELM_FUNP,Benchmark Period Mean (intersection),MeanState,global,scalar,mm d-1,1.55908
HydrologyCycle,Evapotranspiration,MODIS,ELM_FUNP,Benchmark Period Mean (complement),MeanState,global,scalar,mm d-1,2.14371
HydrologyCycle,Evapotranspiration,MODIS,ELM_FUNP,Period Mean (original grids),MeanState,global,scalar,mm d-1,0.664016
HydrologyCycle,Evapotranspiration,MODIS,ELM_FUNP,Model Period Mean (intersection),MeanState,global,scalar,mm d-1,0.799868
HydrologyCycle,Evapotranspiration,MODIS,ELM_FUNP,Model Period Mean (complement),MeanState,global,scalar,mm d-1,0.364917
HydrologyCycle,Evapotranspiration,MODIS,ELM_FUNP,Spatial Distribution Score,MeanState,global,score,1,0.350675
HydrologyCycle,Evapotranspiration,MODIS,ELM_FUNP,Phase Shift,MeanState,global,scalar,months,1.58075
HydrologyCycle,Evapotranspiration,MODIS,ELM_FUNP,Seasonal Cycle Score,MeanState,global,score,1,0.718303
HydrologyCycle,Evapotranspiration,MODIS,ELM_FUNP,Bias,MeanState,global,scalar,mm d-1,-0.759393
HydrologyCycle,Evapotranspiration,MODIS,ELM_FUNP,Bias Score,MeanState,global,score,1,0.306441
HydrologyCycle,Evapotranspiration,MODIS,ELM_FUNP,RMSE,MeanState,global,scalar,mm d-1,1.07002
HydrologyCycle,Evapotranspiration,MODIS,ELM_FUNP,RMSE Score,MeanState,global,score,1,0.486009
HydrologyCycle,Evapotranspiration,MODIS,ELM_FUNP,Overall Score,MeanState,global,score,1,0.469487
HydrologyCycle,Evapotranspiration,MODIS,ELM_FUNP,SurfaceAirTemperature Hellinger Distance,Relationships,global,scalar,1,0.473774
HydrologyCycle,Evapotranspiration,MODIS,ELM_FUNP,SurfaceAirTemperature RMSE Score,Relationships,global,score,1,0.617871
HydrologyCycle,Evapotranspiration,MODIS,ELM_FUNP,Overall Score,Relationships,global,score,1,0.617871
HydrologyCycle,Evapotranspiration,MODIS,ELM,Benchmark Period Mean (intersection),MeanState,global,scalar,mm d-1,1.55908
HydrologyCycle,Evapotranspiration,MODIS,ELM,Benchmark Period Mean (complement),MeanState,global,scalar,mm d-1,2.14371
HydrologyCycle,Evapotranspiration,MODIS,ELM,Period Mean (original grids),MeanState,global,scalar,mm d-1,0.587038
HydrologyCycle,Evapotranspiration,MODIS,ELM,Model Period Mean (intersection),MeanState,global,scalar,mm d-1,0.702048
HydrologyCycle,Evapotranspiration,MODIS,ELM,Model Period Mean (complement),MeanState,global,scalar,mm d-1,0.333391
HydrologyCycle,Evapotranspiration,MODIS,ELM,Spatial Distribution Score,MeanState,global,score,1,0.35063
HydrologyCycle,Evapotranspiration,MODIS,ELM,Phase Shift,MeanState,global,scalar,months,1.6496
HydrologyCycle,Evapotranspiration,MODIS,ELM,Seasonal Cycle Score,MeanState,global,score,1,0.707933
HydrologyCycle,Evapotranspiration,MODIS,ELM,Bias,MeanState,global,scalar,mm d-1,-0.857303
HydrologyCycle,Evapotranspiration,MODIS,ELM,Bias Score,MeanState,global,score,1,0.283528
HydrologyCycle,Evapotranspiration,MODIS,ELM,RMSE,MeanState,global,scalar,mm d-1,1.13888
HydrologyCycle,Evapotranspiration,MODIS,ELM,RMSE Score,MeanState,global,score,1,0.461091
HydrologyCycle,Evapotranspiration,MODIS,ELM,Overall Score,MeanState,global,score,1,0.452855
HydrologyCycle,Evapotranspiration,MODIS,ELM,Precipitation Hellinger Distance,Relationships,global,scalar,1,0
HydrologyCycle,Evapotranspiration,MODIS,ELM,Precipitation RMSE Score,Relationships,global,score,1,nan
HydrologyCycle,Evapotranspiration,MODIS,ELM,SurfaceAirTemperature Hellinger Distance,Relationships,global,scalar,1,0.450835
HydrologyCycle,Evapotranspiration,MODIS,ELM,SurfaceAirTemperature RMSE Score,Relationships,global,score,1,0.576882
HydrologyCycle,Evapotranspiration,MODIS,ELM,Overall Score,Relationships,global,score,1,nan
HydrologyCycle,Evapotranspiration,GLEAMv3.3a,ELM_FUN,Benchmark Period Mean (intersection),MeanState,global,scalar,mm d-1,1.34015
HydrologyCycle,Evapotranspiration,GLEAMv3.3a,ELM_FUN,Benchmark Period Mean (complement),MeanState,global,scalar,mm d-1,2.67313
HydrologyCycle,Evapotranspiration,GLEAMv3.3a,ELM_FUN,Period Mean (original grids),MeanState,global,scalar,mm d-1,0.588
HydrologyCycle,Evapotranspiration,GLEAMv3.3a,ELM_FUN,Model Period Mean (intersection),MeanState,global,scalar,mm d-1,0.563478
HydrologyCycle,Evapotranspiration,GLEAMv3.3a,ELM_FUN,Model Period Mean (complement),MeanState,global,scalar,mm d-1,0.774264
HydrologyCycle,Evapotranspiration,GLEAMv3.3a,ELM_FUN,Spatial Distribution Score,MeanState,global,score,1,0.398837
HydrologyCycle,Evapotranspiration,GLEAMv3.3a,ELM_FUN,Phase Shift,MeanState,global,scalar,months,1.29924
HydrologyCycle,Evapotranspiration,GLEAMv3.3a,ELM_FUN,Seasonal Cycle Score,MeanState,global,score,1,0.779928
HydrologyCycle,Evapotranspiration,GLEAMv3.3a,ELM_FUN,Bias,MeanState,global,scalar,mm d-1,-0.776466
HydrologyCycle,Evapotranspiration,GLEAMv3.3a,ELM_FUN,Bias Score,MeanState,global,score,1,0.302393
HydrologyCycle,Evapotranspiration,GLEAMv3.3a,ELM_FUN,RMSE,MeanState,global,scalar,mm d-1,0.988393
HydrologyCycle,Evapotranspiration,GLEAMv3.3a,ELM_FUN,RMSE Score,MeanState,global,score,1,0.540555
HydrologyCycle,Evapotranspiration,GLEAMv3.3a,ELM_FUN,Overall Score,MeanState,global,score,1,0.512453
HydrologyCycle,Evapotranspiration,GLEAMv3.3a,ELM_FUN,SurfaceAirTemperature Hellinger Distance,Relationships,global,scalar,1,0.45819
HydrologyCycle,Evapotranspiration,GLEAMv3.3a,ELM_FUN,SurfaceAirTemperature RMSE Score,Relationships,global,score,1,0.56938
HydrologyCycle,Evapotranspiration,GLEAMv3.3a,ELM_FUN,Overall Score,Relationships,global,score,1,0.56938
HydrologyCycle,Evapotranspiration,GLEAMv3.3a,ELM_FUNP,Benchmark Period Mean (intersection),MeanState,global,scalar,mm d-1,1.34015
HydrologyCycle,Evapotranspiration,GLEAMv3.3a,ELM_FUNP,Benchmark Period Mean (complement),MeanState,global,scalar,mm d-1,2.67313
HydrologyCycle,Evapotranspiration,GLEAMv3.3a,ELM_FUNP,Period Mean (original grids),MeanState,global,scalar,mm d-1,0.658594
HydrologyCycle,Evapotranspiration,GLEAMv3.3a,ELM_FUNP,Model Period Mean (intersection),MeanState,global,scalar,mm d-1,0.634249
HydrologyCycle,Evapotranspiration,GLEAMv3.3a,ELM_FUNP,Model Period Mean (complement),MeanState,global,scalar,mm d-1,0.83926
HydrologyCycle,Evapotranspiration,GLEAMv3.3a,ELM_FUNP,Spatial Distribution Score,MeanState,global,score,1,0.456297
HydrologyCycle,Evapotranspiration,GLEAMv3.3a,ELM_FUNP,Phase Shift,MeanState,global,scalar,months,1.19822
HydrologyCycle,Evapotranspiration,GLEAMv3.3a,ELM_FUNP,Seasonal Cycle Score,MeanState,global,score,1,0.800402
HydrologyCycle,Evapotranspiration,GLEAMv3.3a,ELM_FUNP,Bias,MeanState,global,scalar,mm d-1,-0.705583
HydrologyCycle,Evapotranspiration,GLEAMv3.3a,ELM_FUNP,Bias Score,MeanState,global,score,1,0.322071
HydrologyCycle,Evapotranspiration,GLEAMv3.3a,ELM_FUNP,RMSE,MeanState,global,scalar,mm d-1,0.92091
HydrologyCycle,Evapotranspiration,GLEAMv3.3a,ELM_FUNP,RMSE Score,MeanState,global,score,1,0.565988
HydrologyCycle,Evapotranspiration,GLEAMv3.3a,ELM_FUNP,Overall Score,MeanState,global,score,1,0.542149
HydrologyCycle,Evapotranspiration,GLEAMv3.3a,ELM_FUNP,SurfaceAirTemperature Hellinger Distance,Relationships,global,scalar,1,0.408417
HydrologyCycle,Evapotranspiration,GLEAMv3.3a,ELM_FUNP,SurfaceAirTemperature RMSE Score,Relationships,global,score,1,0.602425
HydrologyCycle,Evapotranspiration,GLEAMv3.3a,ELM_FUNP,Overall Score,Relationships,global,score,1,0.602425
HydrologyCycle,Evapotranspiration,GLEAMv3.3a,ELM,Benchmark Period Mean (intersection),MeanState,global,scalar,mm d-1,1.34015
HydrologyCycle,Evapotranspiration,GLEAMv3.3a,ELM,Benchmark Period Mean (complement),MeanState,global,scalar,mm d-1,2.67313
HydrologyCycle,Evapotranspiration,GLEAMv3.3a,ELM,Period Mean (original grids),MeanState,global,scalar,mm d-1,0.579436
HydrologyCycle,Evapotranspiration,GLEAMv3.3a,ELM,Model Period Mean (intersection),MeanState,global,scalar,mm d-1,0.555548
HydrologyCycle,Evapotranspiration,GLEAMv3.3a,ELM,Model Period Mean (complement),MeanState,global,scalar,mm d-1,0.761601
HydrologyCycle,Evapotranspiration,GLEAMv3.3a,ELM,Spatial Distribution Score,MeanState,global,score,1,0.394718
HydrologyCycle,Evapotranspiration,GLEAMv3.3a,ELM,Phase Shift,MeanState,global,scalar,months,1.3173
HydrologyCycle,Evapotranspiration,GLEAMv3.3a,ELM,Seasonal Cycle Score,MeanState,global,score,1,0.775202
HydrologyCycle,Evapotranspiration,GLEAMv3.3a,ELM,Bias,MeanState,global,scalar,mm d-1,-0.784376
HydrologyCycle,Evapotranspiration,GLEAMv3.3a,ELM,Bias Score,MeanState,global,score,1,0.299344
HydrologyCycle,Evapotranspiration,GLEAMv3.3a,ELM,RMSE,MeanState,global,scalar,mm d-1,0.997986
HydrologyCycle,Evapotranspiration,GLEAMv3.3a,ELM,RMSE Score,MeanState,global,score,1,0.534414
HydrologyCycle,Evapotranspiration,GLEAMv3.3a,ELM,Overall Score,MeanState,global,score,1,0.507618
HydrologyCycle,Evapotranspiration,GLEAMv3.3a,ELM,Precipitation Hellinger Distance,Relationships,global,scalar,1,0.154202
HydrologyCycle,Evapotranspiration,GLEAMv3.3a,ELM,Precipitation RMSE Score,Relationships,global,score,1,0.357017
HydrologyCycle,Evapotranspiration,GLEAMv3.3a,ELM,SurfaceAirTemperature Hellinger Distance,Relationships,global,scalar,1,0.464505
HydrologyCycle,Evapotranspiration,GLEAMv3.3a,ELM,SurfaceAirTemperature RMSE Score,Relationships,global,score,1,0.564704
HydrologyCycle,Evapotranspiration,GLEAMv3.3a,ELM,Overall Score,Relationships,global,score,1,0.46086
HydrologyCycle,Evapotranspiration,MOD16A2,ELM,Benchmark Period Mean (intersection),MeanState,global,scalar,mm d-1,1.5601
HydrologyCycle,Evapotranspiration,MOD16A2,ELM,Benchmark Period Mean (complement),MeanState,global,scalar,mm d-1,2.14542
HydrologyCycle,Evapotranspiration,MOD16A2,ELM,Period Mean (original grids),MeanState,global,scalar,mm d-1,0.587038
HydrologyCycle,Evapotranspiration,MOD16A2,ELM,Model Period Mean (intersection),MeanState,global,scalar,mm d-1,0.702048
HydrologyCycle,Evapotranspiration,MOD16A2,ELM,Model Period Mean (complement),MeanState,global,scalar,mm d-1,0.333391
HydrologyCycle,Evapotranspiration,MOD16A2,ELM,Spatial Distribution Score,MeanState,global,score,1,0.35019
HydrologyCycle,Evapotranspiration,MOD16A2,ELM,Phase Shift,MeanState,global,scalar,months,1.64588
HydrologyCycle,Evapotranspiration,MOD16A2,ELM,Seasonal Cycle Score,MeanState,global,score,1,0.708931
HydrologyCycle,Evapotranspiration,MOD16A2,ELM,Bias,MeanState,global,scalar,mm d-1,-0.85832
HydrologyCycle,Evapotranspiration,MOD16A2,ELM,Bias Score,MeanState,global,score,1,0.283431
HydrologyCycle,Evapotranspiration,MOD16A2,ELM,RMSE,MeanState,global,scalar,mm d-1,1.1398
HydrologyCycle,Evapotranspiration,MOD16A2,ELM,RMSE Score,MeanState,global,score,1,0.461162
HydrologyCycle,Evapotranspiration,MOD16A2,ELM,Overall Score,MeanState,global,score,1,0.452975
HydrologyCycle,Evapotranspiration,MOD16A2,ELM,Precipitation Hellinger Distance,Relationships,global,scalar,1,0
HydrologyCycle,Evapotranspiration,MOD16A2,ELM,Precipitation RMSE Score,Relationships,global,score,1,nan
HydrologyCycle,Evapotranspiration,MOD16A2,ELM,SurfaceAirTemperature Hellinger Distance,Relationships,global,scalar,1,0.450875
HydrologyCycle,Evapotranspiration,MOD16A2,ELM,SurfaceAirTemperature RMSE Score,Relationships,global,score,1,0.576734
HydrologyCycle,Evapotranspiration,MOD16A2,ELM,Overall Score,Relationships,global,score,1,nan
HydrologyCycle,Evapotranspiration,MOD16A2,ELM_FUNP,Benchmark Period Mean (intersection),MeanState,global,scalar,mm d-1,1.5601
HydrologyCycle,Evapotranspiration,MOD16A2,ELM_FUNP,Benchmark Period Mean (complement),MeanState,global,scalar,mm d-1,2.14542
HydrologyCycle,Evapotranspiration,MOD16A2,ELM_FUNP,Period Mean (original grids),MeanState,global,scalar,mm d-1,0.664016
HydrologyCycle,Evapotranspiration,MOD16A2,ELM_FUNP,Model Period Mean (intersection),MeanState,global,scalar,mm d-1,0.799868
HydrologyCycle,Evapotranspiration,MOD16A2,ELM_FUNP,Model Period Mean (complement),MeanState,global,scalar,mm d-1,0.364917
HydrologyCycle,Evapotranspiration,MOD16A2,ELM_FUNP,Spatial Distribution Score,MeanState,global,score,1,0.350232
HydrologyCycle,Evapotranspiration,MOD16A2,ELM_FUNP,Phase Shift,MeanState,global,scalar,months,1.57804
HydrologyCycle,Evapotranspiration,MOD16A2,ELM_FUNP,Seasonal Cycle Score,MeanState,global,score,1,0.719029
HydrologyCycle,Evapotranspiration,MOD16A2,ELM_FUNP,Bias,MeanState,global,scalar,mm d-1,-0.76041
HydrologyCycle,Evapotranspiration,MOD16A2,ELM_FUNP,Bias Score,MeanState,global,score,1,0.306343
HydrologyCycle,Evapotranspiration,MOD16A2,ELM_FUNP,RMSE,MeanState,global,scalar,mm d-1,1.07093
HydrologyCycle,Evapotranspiration,MOD16A2,ELM_FUNP,RMSE Score,MeanState,global,score,1,0.486011
HydrologyCycle,Evapotranspiration,MOD16A2,ELM_FUNP,Overall Score,MeanState,global,score,1,0.469525
HydrologyCycle,Evapotranspiration,MOD16A2,ELM_FUNP,SurfaceAirTemperature Hellinger Distance,Relationships,global,scalar,1,0.472785
HydrologyCycle,Evapotranspiration,MOD16A2,ELM_FUNP,SurfaceAirTemperature RMSE Score,Relationships,global,score,1,0.617679
HydrologyCycle,Evapotranspiration,MOD16A2,ELM_FUNP,Overall Score,Relationships,global,score,1,0.617679
HydrologyCycle,Evapotranspiration,MOD16A2,ELM_FUN,Benchmark Period Mean (intersection),MeanState,global,scalar,mm d-1,1.5601
HydrologyCycle,Evapotranspiration,MOD16A2,ELM_FUN,Benchmark Period Mean (complement),MeanState,global,scalar,mm d-1,2.14542
HydrologyCycle,Evapotranspiration,MOD16A2,ELM_FUN,Period Mean (original grids),MeanState,global,scalar,mm d-1,0.595411
HydrologyCycle,Evapotranspiration,MOD16A2,ELM_FUN,Model Period Mean (intersection),MeanState,global,scalar,mm d-1,0.71179
HydrologyCycle,Evapotranspiration,MOD16A2,ELM_FUN,Model Period Mean (complement),MeanState,global,scalar,mm d-1,0.338217
HydrologyCycle,Evapotranspiration,MOD16A2,ELM_FUN,Spatial Distribution Score,MeanState,global,score,1,0.3434
HydrologyCycle,Evapotranspiration,MOD16A2,ELM_FUN,Phase Shift,MeanState,global,scalar,months,1.63798
HydrologyCycle,Evapotranspiration,MOD16A2,ELM_FUN,Seasonal Cycle Score,MeanState,global,score,1,0.711252
HydrologyCycle,Evapotranspiration,MOD16A2,ELM_FUN,Bias,MeanState,global,scalar,mm d-1,-0.848609
HydrologyCycle,Evapotranspiration,MOD16A2,ELM_FUN,Bias Score,MeanState,global,score,1,0.286989
HydrologyCycle,Evapotranspiration,MOD16A2,ELM_FUN,RMSE,MeanState,global,scalar,mm d-1,1.12938
HydrologyCycle,Evapotranspiration,MOD16A2,ELM_FUN,RMSE Score,MeanState,global,score,1,0.467069
HydrologyCycle,Evapotranspiration,MOD16A2,ELM_FUN,Overall Score,MeanState,global,score,1,0.455156
HydrologyCycle,Evapotranspiration,MOD16A2,ELM_FUN,SurfaceAirTemperature Hellinger Distance,Relationships,global,scalar,1,0.450128
HydrologyCycle,Evapotranspiration,MOD16A2,ELM_FUN,SurfaceAirTemperature RMSE Score,Relationships,global,score,1,0.581244
HydrologyCycle,Evapotranspiration,MOD16A2,ELM_FUN,Overall Score,Relationships,global,score,1,0.581244
HydrologyCycle,TerrestrialWaterStorageAnomaly,GRACE,ELM_FUN,Anomaly Magnitude,MeanState,global,scalar,cm,5.77382
HydrologyCycle,TerrestrialWaterStorageAnomaly,GRACE,ELM_FUN,RMSE,MeanState,global,scalar,cm,4.45673
HydrologyCycle,TerrestrialWaterStorageAnomaly,GRACE,ELM_FUN,RMSE Score,MeanState,global,score,1,0.489577
HydrologyCycle,TerrestrialWaterStorageAnomaly,GRACE,ELM_FUN,Interannual Variability Score,MeanState,global,score,1,0.860861
HydrologyCycle,TerrestrialWaterStorageAnomaly,GRACE,ELM_FUN,Overall Score,MeanState,global,score,1,0.613339
HydrologyCycle,TerrestrialWaterStorageAnomaly,GRACE,ELM,Anomaly Magnitude,MeanState,global,scalar,cm,5.86721
HydrologyCycle,TerrestrialWaterStorageAnomaly,GRACE,ELM,RMSE,MeanState,global,scalar,cm,4.45072
HydrologyCycle,TerrestrialWaterStorageAnomaly,GRACE,ELM,RMSE Score,MeanState,global,score,1,0.489264
HydrologyCycle,TerrestrialWaterStorageAnomaly,GRACE,ELM,Interannual Variability Score,MeanState,global,score,1,0.872781
HydrologyCycle,TerrestrialWaterStorageAnomaly,GRACE,ELM,Overall Score,MeanState,global,score,1,0.617103
HydrologyCycle,TerrestrialWaterStorageAnomaly,GRACE,ELM_FUNP,Anomaly Magnitude,MeanState,global,scalar,cm,5.55775
HydrologyCycle,TerrestrialWaterStorageAnomaly,GRACE,ELM_FUNP,RMSE,MeanState,global,scalar,cm,4.40006
HydrologyCycle,TerrestrialWaterStorageAnomaly,GRACE,ELM_FUNP,RMSE Score,MeanState,global,score,1,0.496976
HydrologyCycle,TerrestrialWaterStorageAnomaly,GRACE,ELM_FUNP,Interannual Variability Score,MeanState,global,score,1,0.833903
HydrologyCycle,TerrestrialWaterStorageAnomaly,GRACE,ELM_FUNP,Overall Score,MeanState,global,score,1,0.609285
HydrologyCycle,Permafrost,NSIDC,ELM,Total,MeanState,Area,scalar,1e6 km2,18.6195
HydrologyCycle,Permafrost,NSIDC,ELM,Overlap,MeanState,Area,scalar,1e6 km2,12.1032
HydrologyCycle,Permafrost,NSIDC,ELM,Missed,MeanState,Area,scalar,1e6 km2,3.33901
HydrologyCycle,Permafrost,NSIDC,ELM,Excess,MeanState,Area,scalar,1e6 km2,3.01055
HydrologyCycle,Permafrost,NSIDC,ELM,Excess Area (Land,MeanState,Representation),scalar,1e6 km2,3.5492
HydrologyCycle,Permafrost,NSIDC,ELM,Missed Score,MeanState,global,score,1,0.783774
HydrologyCycle,Permafrost,NSIDC,ELM,Excess Score,MeanState,global,score,1,0.800807
HydrologyCycle,Permafrost,NSIDC,ELM,Overall Score,MeanState,global,score,1,0.79229
HydrologyCycle,Permafrost,NSIDC,ELM_FUN,Total,MeanState,Area,scalar,1e6 km2,18.7692
HydrologyCycle,Permafrost,NSIDC,ELM_FUN,Overlap,MeanState,Area,scalar,1e6 km2,12.212
HydrologyCycle,Permafrost,NSIDC,ELM_FUN,Missed,MeanState,Area,scalar,1e6 km2,3.23017
HydrologyCycle,Permafrost,NSIDC,ELM_FUN,Excess,MeanState,Area,scalar,1e6 km2,3.03772
HydrologyCycle,Permafrost,NSIDC,ELM_FUN,Excess Area (Land,MeanState,Representation),scalar,1e6 km2,3.56287
HydrologyCycle,Permafrost,NSIDC,ELM_FUN,Missed Score,MeanState,global,score,1,0.790822
HydrologyCycle,Permafrost,NSIDC,ELM_FUN,Excess Score,MeanState,global,score,1,0.800802
HydrologyCycle,Permafrost,NSIDC,ELM_FUN,Overall Score,MeanState,global,score,1,0.795812
HydrologyCycle,Permafrost,NSIDC,ELM_FUNP,Total,MeanState,Area,scalar,1e6 km2,19.4924
HydrologyCycle,Permafrost,NSIDC,ELM_FUNP,Overlap,MeanState,Area,scalar,1e6 km2,12.4767
HydrologyCycle,Permafrost,NSIDC,ELM_FUNP,Missed,MeanState,Area,scalar,1e6 km2,2.9655
HydrologyCycle,Permafrost,NSIDC,ELM_FUNP,Excess,MeanState,Area,scalar,1e6 km2,3.48555
HydrologyCycle,Permafrost,NSIDC,ELM_FUNP,Excess Area (Land,MeanState,Representation),scalar,1e6 km2,3.57355
HydrologyCycle,Permafrost,NSIDC,ELM_FUNP,Missed Score,MeanState,global,score,1,0.807961
HydrologyCycle,Permafrost,NSIDC,ELM_FUNP,Excess Score,MeanState,global,score,1,0.781638
HydrologyCycle,Permafrost,NSIDC,ELM_FUNP,Overall Score,MeanState,global,score,1,0.7948
HydrologyCycle,Runoff,LORA,ELM_FUN,Benchmark Period Mean (intersection),MeanState,global,scalar,mm d-1,0.816844
HydrologyCycle,Runoff,LORA,ELM_FUN,Benchmark Period Mean (complement),MeanState,global,scalar,mm d-1,0.830777
HydrologyCycle,Runoff,LORA,ELM_FUN,Period Mean (original grids),MeanState,global,scalar,mm d-1,0.800186
