Section,Variable,Source,Model,ScalarName,AnalysisType,Region,ScalarType,Units,Data
RadiationandEnergyCycle,Albedo,CERESed4.1,ELM,Phase Shift,MeanState,global,scalar,months,2.18326
RadiationandEnergyCycle,Albedo,CERESed4.1,ELM,Seasonal Cycle Score,MeanState,global,score,1,0.649173
RadiationandEnergyCycle,Albedo,CERESed4.1,ELM,Bias,MeanState,global,scalar,1,0.00812912
RadiationandEnergyCycle,Albedo,CERESed4.1,ELM,Bias Score,MeanState,global,score,1,0.480786
RadiationandEnergyCycle,Albedo,CERESed4.1,ELM,RMSE,MeanState,global,scalar,1,0.0504272
RadiationandEnergyCycle,Albedo,CERESed4.1,ELM,RMSE Score,MeanState,global,score,1,0.492855
RadiationandEnergyCycle,Albedo,CERESed4.1,ELM,Overall Score,MeanState,global,score,1,0.622164
RadiationandEnergyCycle,Albedo,CERESed4.1,ELM_FUN,Benchmark Period Mean (intersection),MeanState,global,scalar,1,0.253736
RadiationandEnergyCycle,Albedo,CERESed4.1,ELM_FUN,Benchmark Period Mean (complement),MeanState,global,scalar,1,0.124035
RadiationandEnergyCycle,Albedo,CERESed4.1,ELM_FUN,Period Mean (original grids),MeanState,global,scalar,1,0.261463
RadiationandEnergyCycle,Albedo,CERESed4.1,ELM_FUN,Model Period Mean (intersection),MeanState,global,scalar,1,0.26194
RadiationandEnergyCycle,Albedo,CERESed4.1,ELM_FUN,Model Period Mean (complement),MeanState,global,scalar,1,nan
RadiationandEnergyCycle,Albedo,CERESed4.1,ELM_FUN,Spatial Distribution Score,MeanState,global,score,1,0.995171
RadiationandEnergyCycle,Albedo,CERESed4.1,ELM_FUN,Phase Shift,MeanState,global,scalar,months,2.18323
RadiationandEnergyCycle,Albedo,CERESed4.1,ELM_FUN,Seasonal Cycle Score,MeanState,global,score,1,0.64935
RadiationandEnergyCycle,Albedo,CERESed4.1,ELM_FUN,Bias,MeanState,global,scalar,1,0.00798109
RadiationandEnergyCycle,Albedo,CERESed4.1,ELM_FUN,Bias Score,MeanState,global,score,1,0.482173
RadiationandEnergyCycle,Albedo,CERESed4.1,ELM_FUN,RMSE,MeanState,global,scalar,1,0.0502785
RadiationandEnergyCycle,Albedo,CERESed4.1,ELM_FUN,RMSE Score,MeanState,global,score,1,0.493265
RadiationandEnergyCycle,Albedo,CERESed4.1,ELM_FUN,Overall Score,MeanState,global,score,1,0.622645
RadiationandEnergyCycle,Albedo,CERESed4.1,ELM_FUNP,Benchmark Period Mean (intersection),MeanState,global,scalar,1,0.253736
RadiationandEnergyCycle,Albedo,CERESed4.1,ELM_FUNP,Benchmark Period Mean (complement),MeanState,global,scalar,1,0.124035
RadiationandEnergyCycle,Albedo,CERESed4.1,ELM_FUNP,Period Mean (original grids),MeanState,global,scalar,1,0.264023
RadiationandEnergyCycle,Albedo,CERESed4.1,ELM_FUNP,Model Period Mean (intersection),MeanState,global,scalar,1,0.264548
RadiationandEnergyCycle,Albedo,CERESed4.1,ELM_FUNP,Model Period Mean (complement),MeanState,global,scalar,1,nan
RadiationandEnergyCycle,Albedo,CERESed4.1,ELM_FUNP,Spatial Distribution Score,MeanState,global,score,1,0.995723
RadiationandEnergyCycle,Albedo,CERESed4.1,ELM_FUNP,Phase Shift,MeanState,global,scalar,months,2.16501
RadiationandEnergyCycle,Albedo,CERESed4.1,ELM_FUNP,Seasonal Cycle Score,MeanState,global,score,1,0.652364
RadiationandEnergyCycle,Albedo,CERESed4.1,ELM_FUNP,Bias,MeanState,global,scalar,1,0.0106015
RadiationandEnergyCycle,Albedo,CERESed4.1,ELM_FUNP,Bias Score,MeanState,global,score,1,0.487273
RadiationandEnergyCycle,Albedo,CERESed4.1,ELM_FUNP,RMSE,MeanState,global,scalar,1,0.0501058
RadiationandEnergyCycle,Albedo,CERESed4.1,ELM_FUNP,RMSE Score,MeanState,global,score,1,0.493124
RadiationandEnergyCycle,Albedo,CERESed4.1,ELM_FUNP,Overall Score,MeanState,global,score,1,0.624322
RadiationandEnergyCycle,Albedo,GEWEX.SRB,ELM,Benchmark Period Mean (intersection),MeanState,global,scalar,1,0.237156
RadiationandEnergyCycle,Albedo,GEWEX.SRB,ELM,Benchmark Period Mean (complement),MeanState,global,scalar,1,0.109614
RadiationandEnergyCycle,Albedo,GEWEX.SRB,ELM,Period Mean (original grids),MeanState,global,scalar,1,0.262375
RadiationandEnergyCycle,Albedo,GEWEX.SRB,ELM,Model Period Mean (intersection),MeanState,global,scalar,1,0.262842
RadiationandEnergyCycle,Albedo,GEWEX.SRB,ELM,Model Period Mean (complement),MeanState,global,scalar,1,nan
RadiationandEnergyCycle,Albedo,GEWEX.SRB,ELM,Spatial Distribution Score,MeanState,global,score,1,0.976988
RadiationandEnergyCycle,Albedo,GEWEX.SRB,ELM,Phase Shift,MeanState,global,scalar,months,2.60589
RadiationandEnergyCycle,Albedo,GEWEX.SRB,ELM,Seasonal Cycle Score,MeanState,global,score,1,0.577363
RadiationandEnergyCycle,Albedo,GEWEX.SRB,ELM,Bias,MeanState,global,scalar,1,0.0254664
RadiationandEnergyCycle,Albedo,GEWEX.SRB,ELM,Bias Score,MeanState,global,score,1,0.505978
RadiationandEnergyCycle,Albedo,GEWEX.SRB,ELM,RMSE,MeanState,global,scalar,1,0.0747963
RadiationandEnergyCycle,Albedo,GEWEX.SRB,ELM,RMSE Score,MeanState,global,score,1,0.526939
RadiationandEnergyCycle,Albedo,GEWEX.SRB,ELM,Overall Score,MeanState,global,score,1,0.622841
RadiationandEnergyCycle,Albedo,GEWEX.SRB,ELM_FUNP,Benchmark Period Mean (intersection),MeanState,global,scalar,1,0.237156
RadiationandEnergyCycle,Albedo,GEWEX.SRB,ELM_FUNP,Benchmark Period Mean (complement),MeanState,global,scalar,1,0.109614
RadiationandEnergyCycle,Albedo,GEWEX.SRB,ELM_FUNP,Period Mean (original grids),MeanState,global,scalar,1,0.264839
RadiationandEnergyCycle,Albedo,GEWEX.SRB,ELM_FUNP,Model Period Mean (intersection),MeanState,global,scalar,1,0.26536
RadiationandEnergyCycle,Albedo,GEWEX.SRB,ELM_FUNP,Model Period Mean (complement),MeanState,global,scalar,1,nan
RadiationandEnergyCycle,Albedo,GEWEX.SRB,ELM_FUNP,Spatial Distribution Score,MeanState,global,score,1,0.977754
RadiationandEnergyCycle,Albedo,GEWEX.SRB,ELM_FUNP,Phase Shift,MeanState,global,scalar,months,2.58768
RadiationandEnergyCycle,Albedo,GEWEX.SRB,ELM_FUNP,Seasonal Cycle Score,MeanState,global,score,1,0.580003
RadiationandEnergyCycle,Albedo,GEWEX.SRB,ELM_FUNP,Bias,MeanState,global,scalar,1,0.0279929
RadiationandEnergyCycle,Albedo,GEWEX.SRB,ELM_FUNP,Bias Score,MeanState,global,score,1,0.497009
RadiationandEnergyCycle,Albedo,GEWEX.SRB,ELM_FUNP,RMSE,MeanState,global,scalar,1,0.0800639
RadiationandEnergyCycle,Albedo,GEWEX.SRB,ELM_FUNP,RMSE Score,MeanState,global,score,1,0.518731
RadiationandEnergyCycle,Albedo,GEWEX.SRB,ELM_FUNP,Overall Score,MeanState,global,score,1,0.618446
RadiationandEnergyCycle,Albedo,GEWEX.SRB,ELM_FUN,Benchmark Period Mean (intersection),MeanState,global,scalar,1,0.237156
RadiationandEnergyCycle,Albedo,GEWEX.SRB,ELM_FUN,Benchmark Period Mean (complement),MeanState,global,scalar,1,0.109614
RadiationandEnergyCycle,Albedo,GEWEX.SRB,ELM_FUN,Period Mean (original grids),MeanState,global,scalar,1,0.26226
RadiationandEnergyCycle,Albedo,GEWEX.SRB,ELM_FUN,Model Period Mean (intersection),MeanState,global,scalar,1,0.262731
RadiationandEnergyCycle,Albedo,GEWEX.SRB,ELM_FUN,Model Period Mean (complement),MeanState,global,scalar,1,nan
RadiationandEnergyCycle,Albedo,GEWEX.SRB,ELM_FUN,Spatial Distribution Score,MeanState,global,score,1,0.976912
RadiationandEnergyCycle,Albedo,GEWEX.SRB,ELM_FUN,Phase Shift,MeanState,global,scalar,months,2.59164
RadiationandEnergyCycle,Albedo,GEWEX.SRB,ELM_FUN,Seasonal Cycle Score,MeanState,global,score,1,0.579885
RadiationandEnergyCycle,Albedo,GEWEX.SRB,ELM_FUN,Bias,MeanState,global,scalar,1,0.0253534
RadiationandEnergyCycle,Albedo,GEWEX.SRB,ELM_FUN,Bias Score,MeanState,global,score,1,0.506101
RadiationandEnergyCycle,Albedo,GEWEX.SRB,ELM_FUN,RMSE,MeanState,global,scalar,1,0.0751534
RadiationandEnergyCycle,Albedo,GEWEX.SRB,ELM_FUN,RMSE Score,MeanState,global,score,1,0.526195
RadiationandEnergyCycle,Albedo,GEWEX.SRB,ELM_FUN,Overall Score,MeanState,global,score,1,0.623058
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,WRMC.BSRN,ELM,Period Mean (original grids),MeanState,global,scalar,Watt m-2,370.851
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,WRMC.BSRN,ELM,Bias,MeanState,global,scalar,Watt m-2,-2.61031
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,WRMC.BSRN,ELM,Bias Score,MeanState,global,score,1,0.249652
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,WRMC.BSRN,ELM,Phase Shift,MeanState,global,scalar,months,0
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,WRMC.BSRN,ELM,Seasonal Cycle Score,MeanState,global,score,1,1
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,WRMC.BSRN,ELM,RMSE,MeanState,global,scalar,Watt m-2,15.552
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,WRMC.BSRN,ELM,RMSE Score,MeanState,global,score,1,0.806004
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,WRMC.BSRN,ELM,Overall Score,MeanState,global,score,1,0.715415
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,WRMC.BSRN,ELM_FUNP,Period Mean (original grids),MeanState,global,scalar,Watt m-2,372.199
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,WRMC.BSRN,ELM_FUNP,Bias,MeanState,global,scalar,Watt m-2,-1.58774
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,WRMC.BSRN,ELM_FUNP,Bias Score,MeanState,global,score,1,0.248923
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,WRMC.BSRN,ELM_FUNP,Phase Shift,MeanState,global,scalar,months,0
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,WRMC.BSRN,ELM_FUNP,Seasonal Cycle Score,MeanState,global,score,1,1
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,WRMC.BSRN,ELM_FUNP,RMSE,MeanState,global,scalar,Watt m-2,15.5514
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,WRMC.BSRN,ELM_FUNP,RMSE Score,MeanState,global,score,1,0.805573
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,WRMC.BSRN,ELM_FUNP,Overall Score,MeanState,global,score,1,0.715017
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,WRMC.BSRN,ELM_FUN,Period Mean (original grids),MeanState,global,scalar,Watt m-2,371.241
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,WRMC.BSRN,ELM_FUN,Bias,MeanState,global,scalar,Watt m-2,-2.2954
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,WRMC.BSRN,ELM_FUN,Bias Score,MeanState,global,score,1,0.24986
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,WRMC.BSRN,ELM_FUN,Phase Shift,MeanState,global,scalar,months,0
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,WRMC.BSRN,ELM_FUN,Seasonal Cycle Score,MeanState,global,score,1,1
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,WRMC.BSRN,ELM_FUN,RMSE,MeanState,global,scalar,Watt m-2,15.4884
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,WRMC.BSRN,ELM_FUN,RMSE Score,MeanState,global,score,1,0.806488
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,WRMC.BSRN,ELM_FUN,Overall Score,MeanState,global,score,1,0.715709
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,CERESed4.1,ELM,Benchmark Period Mean (intersection),MeanState,global,scalar,W m-2,376.385
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,CERESed4.1,ELM,Benchmark Period Mean (complement),MeanState,global,scalar,W m-2,410.343
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,CERESed4.1,ELM,Period Mean (original grids),MeanState,global,scalar,W m-2,381.281
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,CERESed4.1,ELM,Model Period Mean (intersection),MeanState,global,scalar,W m-2,380.856
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,CERESed4.1,ELM,Model Period Mean (complement),MeanState,global,scalar,W m-2,nan
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,CERESed4.1,ELM,Spatial Distribution Score,MeanState,global,score,1,0.999512
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,CERESed4.1,ELM,Phase Shift,MeanState,global,scalar,months,0.462202
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,CERESed4.1,ELM,Seasonal Cycle Score,MeanState,global,score,1,0.949738
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,CERESed4.1,ELM,Bias,MeanState,global,scalar,W m-2,4.50533
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,CERESed4.1,ELM,Bias Score,MeanState,global,score,1,0.692445
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,CERESed4.1,ELM,RMSE,MeanState,global,scalar,W m-2,12.7395
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,CERESed4.1,ELM,RMSE Score,MeanState,global,score,1,0.779452
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,CERESed4.1,ELM,Overall Score,MeanState,global,score,1,0.84012
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,CERESed4.1,ELM_FUN,Benchmark Period Mean (intersection),MeanState,global,scalar,W m-2,376.385
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,CERESed4.1,ELM_FUN,Benchmark Period Mean (complement),MeanState,global,scalar,W m-2,410.343
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,CERESed4.1,ELM_FUN,Period Mean (original grids),MeanState,global,scalar,W m-2,381.521
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,CERESed4.1,ELM_FUN,Model Period Mean (intersection),MeanState,global,scalar,W m-2,381.091
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,CERESed4.1,ELM_FUN,Model Period Mean (complement),MeanState,global,scalar,W m-2,nan
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,CERESed4.1,ELM_FUN,Spatial Distribution Score,MeanState,global,score,1,0.99951
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,CERESed4.1,ELM_FUN,Phase Shift,MeanState,global,scalar,months,0.459504
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,CERESed4.1,ELM_FUN,Seasonal Cycle Score,MeanState,global,score,1,0.950198
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,CERESed4.1,ELM_FUN,Bias,MeanState,global,scalar,W m-2,4.74147
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,CERESed4.1,ELM_FUN,Bias Score,MeanState,global,score,1,0.69013
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,CERESed4.1,ELM_FUN,RMSE,MeanState,global,scalar,W m-2,12.8424
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,CERESed4.1,ELM_FUN,RMSE Score,MeanState,global,score,1,0.778972
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,CERESed4.1,ELM_FUN,Overall Score,MeanState,global,score,1,0.839556
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,CERESed4.1,ELM_FUNP,Benchmark Period Mean (intersection),MeanState,global,scalar,W m-2,376.385
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,CERESed4.1,ELM_FUNP,Benchmark Period Mean (complement),MeanState,global,scalar,W m-2,410.343
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,CERESed4.1,ELM_FUNP,Period Mean (original grids),MeanState,global,scalar,W m-2,382.479
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,CERESed4.1,ELM_FUNP,Model Period Mean (intersection),MeanState,global,scalar,W m-2,382.047
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,CERESed4.1,ELM_FUNP,Model Period Mean (complement),MeanState,global,scalar,W m-2,nan
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,CERESed4.1,ELM_FUNP,Spatial Distribution Score,MeanState,global,score,1,0.999467
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,CERESed4.1,ELM_FUNP,Phase Shift,MeanState,global,scalar,months,0.461984
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,CERESed4.1,ELM_FUNP,Seasonal Cycle Score,MeanState,global,score,1,0.949547
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,CERESed4.1,ELM_FUNP,Bias,MeanState,global,scalar,W m-2,5.69733
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,CERESed4.1,ELM_FUNP,Bias Score,MeanState,global,score,1,0.680999
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,CERESed4.1,ELM_FUNP,RMSE,MeanState,global,scalar,W m-2,13.3289
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,CERESed4.1,ELM_FUNP,RMSE Score,MeanState,global,score,1,0.777413
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,CERESed4.1,ELM_FUNP,Overall Score,MeanState,global,score,1,0.836968
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,FLUXNET2015,ELM_FUN,Period Mean (original grids),MeanState,global,scalar,W m-2,378.033
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,FLUXNET2015,ELM_FUN,Bias,MeanState,global,scalar,W m-2,2.378
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,FLUXNET2015,ELM_FUN,Bias Score,MeanState,global,score,1,0.541869
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,FLUXNET2015,ELM_FUN,Phase Shift,MeanState,global,scalar,months,0.228014
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,FLUXNET2015,ELM_FUN,Seasonal Cycle Score,MeanState,global,score,1,0.977251
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,FLUXNET2015,ELM_FUN,RMSE,MeanState,global,scalar,W m-2,15.4064
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,FLUXNET2015,ELM_FUN,RMSE Score,MeanState,global,score,1,0.738073
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,FLUXNET2015,ELM_FUN,Overall Score,MeanState,global,score,1,0.748816
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,FLUXNET2015,ELM_FUNP,Period Mean (original grids),MeanState,global,scalar,W m-2,379.454
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,FLUXNET2015,ELM_FUNP,Bias,MeanState,global,scalar,W m-2,3.78415
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,FLUXNET2015,ELM_FUNP,Bias Score,MeanState,global,score,1,0.537808
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,FLUXNET2015,ELM_FUNP,Phase Shift,MeanState,global,scalar,months,0.238121
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,FLUXNET2015,ELM_FUNP,Seasonal Cycle Score,MeanState,global,score,1,0.977883
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,FLUXNET2015,ELM_FUNP,RMSE,MeanState,global,scalar,W m-2,16.0127
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,FLUXNET2015,ELM_FUNP,RMSE Score,MeanState,global,score,1,0.731291
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,FLUXNET2015,ELM_FUNP,Overall Score,MeanState,global,score,1,0.744568
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,FLUXNET2015,ELM,Period Mean (original grids),MeanState,global,scalar,W m-2,377.552
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,FLUXNET2015,ELM,Bias,MeanState,global,scalar,W m-2,1.92813
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,FLUXNET2015,ELM,Bias Score,MeanState,global,score,1,0.54394
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,FLUXNET2015,ELM,Phase Shift,MeanState,global,scalar,months,0.228014
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,FLUXNET2015,ELM,Seasonal Cycle Score,MeanState,global,score,1,0.977251
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,FLUXNET2015,ELM,RMSE,MeanState,global,scalar,W m-2,15.2504
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,FLUXNET2015,ELM,RMSE Score,MeanState,global,score,1,0.738176
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,FLUXNET2015,ELM,Overall Score,MeanState,global,score,1,0.749385
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,GEWEX.SRB,ELM,Benchmark Period Mean (intersection),MeanState,global,scalar,Watt m-2,377.73
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,GEWEX.SRB,ELM,Benchmark Period Mean (complement),MeanState,global,scalar,Watt m-2,406.767
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,GEWEX.SRB,ELM,Period Mean (original grids),MeanState,global,scalar,Watt m-2,379.978
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,GEWEX.SRB,ELM,Model Period Mean (intersection),MeanState,global,scalar,Watt m-2,379.548
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,GEWEX.SRB,ELM,Model Period Mean (complement),MeanState,global,scalar,Watt m-2,nan
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,GEWEX.SRB,ELM,Spatial Distribution Score,MeanState,global,score,1,0.997398
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,GEWEX.SRB,ELM,Phase Shift,MeanState,global,scalar,months,0.461692
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,GEWEX.SRB,ELM,Seasonal Cycle Score,MeanState,global,score,1,0.947503
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,GEWEX.SRB,ELM,Bias,MeanState,global,scalar,Watt m-2,1.84893
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,GEWEX.SRB,ELM,Bias Score,MeanState,global,score,1,0.716268
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,GEWEX.SRB,ELM,RMSE,MeanState,global,scalar,Watt m-2,13.7015
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,GEWEX.SRB,ELM,RMSE Score,MeanState,global,score,1,0.776153
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,GEWEX.SRB,ELM,Overall Score,MeanState,global,score,1,0.842695
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,GEWEX.SRB,ELM_FUNP,Benchmark Period Mean (intersection),MeanState,global,scalar,Watt m-2,377.73
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,GEWEX.SRB,ELM_FUNP,Benchmark Period Mean (complement),MeanState,global,scalar,Watt m-2,406.767
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,GEWEX.SRB,ELM_FUNP,Period Mean (original grids),MeanState,global,scalar,Watt m-2,381.168
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,GEWEX.SRB,ELM_FUNP,Model Period Mean (intersection),MeanState,global,scalar,Watt m-2,380.733
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,GEWEX.SRB,ELM_FUNP,Model Period Mean (complement),MeanState,global,scalar,Watt m-2,nan
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,GEWEX.SRB,ELM_FUNP,Spatial Distribution Score,MeanState,global,score,1,0.997833
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,GEWEX.SRB,ELM_FUNP,Phase Shift,MeanState,global,scalar,months,0.453907
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,GEWEX.SRB,ELM_FUNP,Seasonal Cycle Score,MeanState,global,score,1,0.948648
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,GEWEX.SRB,ELM_FUNP,Bias,MeanState,global,scalar,Watt m-2,3.0339
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,GEWEX.SRB,ELM_FUNP,Bias Score,MeanState,global,score,1,0.703657
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,GEWEX.SRB,ELM_FUNP,RMSE,MeanState,global,scalar,Watt m-2,13.8272
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,GEWEX.SRB,ELM_FUNP,RMSE Score,MeanState,global,score,1,0.779046
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,GEWEX.SRB,ELM_FUNP,Overall Score,MeanState,global,score,1,0.841646
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,GEWEX.SRB,ELM_FUN,Benchmark Period Mean (intersection),MeanState,global,scalar,Watt m-2,377.73
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,GEWEX.SRB,ELM_FUN,Benchmark Period Mean (complement),MeanState,global,scalar,Watt m-2,406.767
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,GEWEX.SRB,ELM_FUN,Period Mean (original grids),MeanState,global,scalar,Watt m-2,380.209
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,GEWEX.SRB,ELM_FUN,Model Period Mean (intersection),MeanState,global,scalar,Watt m-2,379.776
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,GEWEX.SRB,ELM_FUN,Model Period Mean (complement),MeanState,global,scalar,Watt m-2,nan
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,GEWEX.SRB,ELM_FUN,Spatial Distribution Score,MeanState,global,score,1,0.997485
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,GEWEX.SRB,ELM_FUN,Phase Shift,MeanState,global,scalar,months,0.457418
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,GEWEX.SRB,ELM_FUN,Seasonal Cycle Score,MeanState,global,score,1,0.948332
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,GEWEX.SRB,ELM_FUN,Bias,MeanState,global,scalar,Watt m-2,2.07722
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,GEWEX.SRB,ELM_FUN,Bias Score,MeanState,global,score,1,0.714306
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,GEWEX.SRB,ELM_FUN,RMSE,MeanState,global,scalar,Watt m-2,13.7022
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,GEWEX.SRB,ELM_FUN,RMSE Score,MeanState,global,score,1,0.776581
RadiationandEnergyCycle,SurfaceUpwardLWRadiation,GEWEX.SRB,ELM_FUN,Overall Score,MeanState,global,score,1,0.842657
RadiationandEnergyCycle,SurfaceNetRadiation,WRMC.BSRN,ELM,Period Mean (original grids),MeanState,global,scalar,Watt m-2,68.8798
RadiationandEnergyCycle,SurfaceNetRadiation,WRMC.BSRN,ELM,Bias,MeanState,global,scalar,Watt m-2,10.7682
RadiationandEnergyCycle,SurfaceNetRadiation,WRMC.BSRN,ELM,Bias Score,MeanState,global,score,1,0.252879
RadiationandEnergyCycle,SurfaceNetRadiation,WRMC.BSRN,ELM,Phase Shift,MeanState,global,scalar,months,0.470513
RadiationandEnergyCycle,SurfaceNetRadiation,WRMC.BSRN,ELM,Seasonal Cycle Score,MeanState,global,score,1,0.959784
RadiationandEnergyCycle,SurfaceNetRadiation,WRMC.BSRN,ELM,RMSE,MeanState,global,scalar,Watt m-2,34.2176
RadiationandEnergyCycle,SurfaceNetRadiation,WRMC.BSRN,ELM,RMSE Score,MeanState,global,score,1,0.662375
