"Section","Variable","Source","Model","ScalarName","AnalysisType","Region","ScalarType","Units","Data","Weight"
"Forcings","SurfaceDownwardLWRadiation","GEWEX.SRB","E3SM-FUN2.0","Bias","MeanState","global","scalar","Watt m-2","0.113693","15.0"
"Forcings","SurfaceDownwardLWRadiation","GEWEX.SRB","E3SM-FUN2.0","Bias Score","MeanState","global","score","1","0.857475","15.0"
"Forcings","SurfaceDownwardLWRadiation","GEWEX.SRB","E3SM-FUN2.0","RMSE","MeanState","global","scalar","Watt m-2","4.55325","15.0"
"Forcings","SurfaceDownwardLWRadiation","GEWEX.SRB","E3SM-FUN2.0","RMSE Score","MeanState","global","score","1","0.92819","15.0"
"Forcings","SurfaceDownwardLWRadiation","GEWEX.SRB","E3SM-FUN2.0","Overall Score","MeanState","global","score","1","0.939222","15.0"
"Forcings","SurfaceDownwardLWRadiation","CERESed4.1","E3SM","Benchmark Period Mean (intersection)","MeanState","global","scalar","W m-2","315.436","15.0"
"Forcings","SurfaceDownwardLWRadiation","CERESed4.1","E3SM","Benchmark Period Mean (complement)","MeanState","global","scalar","W m-2","357.608","15.0"
"Forcings","SurfaceDownwardLWRadiation","CERESed4.1","E3SM","Period Mean (original grids)","MeanState","global","scalar","W m-2","314.365","15.0"
"Forcings","SurfaceDownwardLWRadiation","CERESed4.1","E3SM","Model Period Mean (intersection)","MeanState","global","scalar","W m-2","313.715","15.0"
"Forcings","SurfaceDownwardLWRadiation","CERESed4.1","E3SM","Model Period Mean (complement)","MeanState","global","scalar","W m-2","nan","15.0"
"Forcings","SurfaceDownwardLWRadiation","CERESed4.1","E3SM","Spatial Distribution Score","MeanState","global","score","1","0.99936","15.0"
"Forcings","SurfaceDownwardLWRadiation","CERESed4.1","E3SM","Phase Shift","MeanState","global","scalar","months","0.497461","15.0"
"Forcings","SurfaceDownwardLWRadiation","CERESed4.1","E3SM","Seasonal Cycle Score","MeanState","global","score","1","0.941099","15.0"
"Forcings","SurfaceDownwardLWRadiation","CERESed4.1","E3SM","Bias","MeanState","global","scalar","W m-2","-1.7","15.0"
"Forcings","SurfaceDownwardLWRadiation","CERESed4.1","E3SM","Bias Score","MeanState","global","score","1","0.746132","15.0"
"Forcings","SurfaceDownwardLWRadiation","CERESed4.1","E3SM","RMSE","MeanState","global","scalar","W m-2","10.8487","15.0"
"Forcings","SurfaceDownwardLWRadiation","CERESed4.1","E3SM","RMSE Score","MeanState","global","score","1","0.795575","15.0"
