"Section","Variable","Source","Model","ScalarName","AnalysisType","Region","ScalarType","Units","Data","Weight"
"Forcings","SurfaceAirTemperature","FLUXNET2015","CanESM5","Overall Score","MeanState","global","score","1","0.749568","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","CanESM5","Overall Score","MeanState","above","score","1","0.834211","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","MIROC-ES2L","Period Mean (original grids)","MeanState","global","scalar","degC","12.1927","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","MIROC-ES2L","Period Mean (original grids)","MeanState","above","scalar","degC","0.273893","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","MIROC-ES2L","Bias","MeanState","global","scalar","degC","1.88146","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","MIROC-ES2L","Bias","MeanState","above","scalar","degC","2.02984","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","MIROC-ES2L","Bias Score","MeanState","global","score","1","0.725177","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","MIROC-ES2L","Bias Score","MeanState","above","score","1","0.834498","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","MIROC-ES2L","Phase Shift","MeanState","global","scalar","months","0.322927","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","MIROC-ES2L","Phase Shift","MeanState","above","scalar","months","0","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","MIROC-ES2L","Seasonal Cycle Score","MeanState","global","score","1","0.968977","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","MIROC-ES2L","Seasonal Cycle Score","MeanState","above","score","1","1","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","MIROC-ES2L","RMSE","MeanState","global","scalar","degC","4.02565","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","MIROC-ES2L","RMSE","MeanState","above","scalar","degC","4.95592","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","MIROC-ES2L","RMSE Score","MeanState","global","score","1","0.656305","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","MIROC-ES2L","RMSE Score","MeanState","above","score","1","0.740569","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","MIROC-ES2L","Overall Score","MeanState","global","score","1","0.751691","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","MIROC-ES2L","Overall Score","MeanState","above","score","1","0.828909","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","ACCESS-ESM1-5","Period Mean (original grids)","MeanState","global","scalar","degC","11.9544","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","ACCESS-ESM1-5","Period Mean (original grids)","MeanState","above","scalar","degC","-0.183531","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","ACCESS-ESM1-5","Bias","MeanState","global","scalar","degC","1.64319","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","ACCESS-ESM1-5","Bias","MeanState","above","scalar","degC","1.57242","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","ACCESS-ESM1-5","Bias Score","MeanState","global","score","1","0.713302","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","ACCESS-ESM1-5","Bias Score","MeanState","above","score","1","0.865172","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","ACCESS-ESM1-5","Phase Shift","MeanState","global","scalar","months","0.375366","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","ACCESS-ESM1-5","Phase Shift","MeanState","above","scalar","months","0","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","ACCESS-ESM1-5","Seasonal Cycle Score","MeanState","global","score","1","0.972617","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","ACCESS-ESM1-5","Seasonal Cycle Score","MeanState","above","score","1","1","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","ACCESS-ESM1-5","RMSE","MeanState","global","scalar","degC","3.87916","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","ACCESS-ESM1-5","RMSE","MeanState","above","scalar","degC","4.46451","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","ACCESS-ESM1-5","RMSE Score","MeanState","global","score","1","0.666139","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","ACCESS-ESM1-5","RMSE Score","MeanState","above","score","1","0.754453","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","ACCESS-ESM1-5","Overall Score","MeanState","global","score","1","0.754549","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","ACCESS-ESM1-5","Overall Score","MeanState","above","score","1","0.843519","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","GFDL_ESM4","Period Mean (original grids)","MeanState","global","scalar","degC","9.56243","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","GFDL_ESM4","Period Mean (original grids)","MeanState","above","scalar","degC","-1.70324","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","GFDL_ESM4","Bias","MeanState","global","scalar","degC","-0.748815","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","GFDL_ESM4","Bias","MeanState","above","scalar","degC","0.0527114","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","GFDL_ESM4","Bias Score","MeanState","global","score","1","0.780365","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","GFDL_ESM4","Bias Score","MeanState","above","score","1","0.945834","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","GFDL_ESM4","Phase Shift","MeanState","global","scalar","months","0.325366","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","GFDL_ESM4","Phase Shift","MeanState","above","scalar","months","0","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","GFDL_ESM4","Seasonal Cycle Score","MeanState","global","score","1","0.97185","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","GFDL_ESM4","Seasonal Cycle Score","MeanState","above","score","1","1","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","GFDL_ESM4","RMSE","MeanState","global","scalar","degC","3.35152","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","GFDL_ESM4","RMSE","MeanState","above","scalar","degC","4.11958","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","GFDL_ESM4","RMSE Score","MeanState","global","score","1","0.658419","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","GFDL_ESM4","RMSE Score","MeanState","above","score","1","0.739784","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","GFDL_ESM4","Overall Score","MeanState","global","score","1","0.767263","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","GFDL_ESM4","Overall Score","MeanState","above","score","1","0.856351","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","HadGEM2-CC","Period Mean (original grids)","MeanState","global","scalar","degC","9.49062","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","HadGEM2-CC","Period Mean (original grids)","MeanState","above","scalar","degC","-5.26324","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","HadGEM2-CC","Bias","MeanState","global","scalar","degC","-0.955659","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","HadGEM2-CC","Bias","MeanState","above","scalar","degC","-3.49963","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","HadGEM2-CC","Bias Score","MeanState","global","score","1","0.792573","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","HadGEM2-CC","Bias Score","MeanState","above","score","1","0.774005","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","HadGEM2-CC","Phase Shift","MeanState","global","scalar","months","0.558616","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","HadGEM2-CC","Phase Shift","MeanState","above","scalar","months","0","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","HadGEM2-CC","Seasonal Cycle Score","MeanState","global","score","1","0.95398","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","HadGEM2-CC","Seasonal Cycle Score","MeanState","above","score","1","1","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","HadGEM2-CC","RMSE","MeanState","global","scalar","degC","4.16587","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","HadGEM2-CC","RMSE","MeanState","above","scalar","degC","6.51001","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","HadGEM2-CC","RMSE Score","MeanState","global","score","1","0.635306","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","HadGEM2-CC","RMSE Score","MeanState","above","score","1","0.654836","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","HadGEM2-CC","Overall Score","MeanState","global","score","1","0.754291","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","HadGEM2-CC","Overall Score","MeanState","above","score","1","0.770919","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","NorESM2-LM","Period Mean (original grids)","MeanState","global","scalar","degC","11.9862","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","NorESM2-LM","Period Mean (original grids)","MeanState","above","scalar","degC","-0.689314","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","NorESM2-LM","Bias","MeanState","global","scalar","degC","1.67495","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","NorESM2-LM","Bias","MeanState","above","scalar","degC","1.06664","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","NorESM2-LM","Bias Score","MeanState","global","score","1","0.731717","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","NorESM2-LM","Bias Score","MeanState","above","score","1","0.898684","18.0"
