Section,Variable,Source,Model,ScalarName,AnalysisType,Region,ScalarType,Units,Data
EcosystemandCarbonCycle,LeafAreaIndex,MODIS,E3SM,RMSE Score,MeanState,bona,score,1,0.260693
EcosystemandCarbonCycle,LeafAreaIndex,MODIS,E3SM,Overall Score,MeanState,global,score,1,0.39362
EcosystemandCarbonCycle,LeafAreaIndex,MODIS,E3SM,Overall Score,MeanState,bona,score,1,0.456161
EcosystemandCarbonCycle,LeafAreaIndex,MODIS,E3SM,Overall Score,Relationships,global,score,1,0
EcosystemandCarbonCycle,LeafAreaIndex,MODIS,E3SM,Overall Score,Relationships,bona,score,1,0
EcosystemandCarbonCycle,LeafAreaIndex,MODIS,E3SM-FUN2.0,Benchmark Period Mean (intersection),MeanState,global,scalar,1,1.35636
EcosystemandCarbonCycle,LeafAreaIndex,MODIS,E3SM-FUN2.0,Benchmark Period Mean (complement),MeanState,global,scalar,1,1.99728
EcosystemandCarbonCycle,LeafAreaIndex,MODIS,E3SM-FUN2.0,Period Mean (original grids),MeanState,global,scalar,1,1.8709
EcosystemandCarbonCycle,LeafAreaIndex,MODIS,E3SM-FUN2.0,Model Period Mean (intersection),MeanState,global,scalar,1,1.93312
EcosystemandCarbonCycle,LeafAreaIndex,MODIS,E3SM-FUN2.0,Model Period Mean (complement),MeanState,global,scalar,1,1.45635
EcosystemandCarbonCycle,LeafAreaIndex,MODIS,E3SM-FUN2.0,Benchmark Period Mean (intersection),MeanState,bona,scalar,1,1.08558
EcosystemandCarbonCycle,LeafAreaIndex,MODIS,E3SM-FUN2.0,Benchmark Period Mean (complement),MeanState,bona,scalar,1,0.840895
EcosystemandCarbonCycle,LeafAreaIndex,MODIS,E3SM-FUN2.0,Period Mean (original grids),MeanState,bona,scalar,1,1.3445
EcosystemandCarbonCycle,LeafAreaIndex,MODIS,E3SM-FUN2.0,Model Period Mean (intersection),MeanState,bona,scalar,1,1.50094
EcosystemandCarbonCycle,LeafAreaIndex,MODIS,E3SM-FUN2.0,Model Period Mean (complement),MeanState,bona,scalar,1,0.603416
EcosystemandCarbonCycle,LeafAreaIndex,MODIS,E3SM-FUN2.0,Spatial Distribution Score,MeanState,global,score,1,0.800252
EcosystemandCarbonCycle,LeafAreaIndex,MODIS,E3SM-FUN2.0,Spatial Distribution Score,MeanState,bona,score,1,0.896684
EcosystemandCarbonCycle,LeafAreaIndex,MODIS,E3SM-FUN2.0,Phase Shift,MeanState,global,scalar,months,1.91823
EcosystemandCarbonCycle,LeafAreaIndex,MODIS,E3SM-FUN2.0,Seasonal Cycle Score,MeanState,global,score,1,0.64806
EcosystemandCarbonCycle,LeafAreaIndex,MODIS,E3SM-FUN2.0,Phase Shift,MeanState,bona,scalar,months,1.89755
EcosystemandCarbonCycle,LeafAreaIndex,MODIS,E3SM-FUN2.0,Seasonal Cycle Score,MeanState,bona,score,1,0.784183
EcosystemandCarbonCycle,LeafAreaIndex,MODIS,E3SM-FUN2.0,Bias,MeanState,global,scalar,1,0.577434
EcosystemandCarbonCycle,LeafAreaIndex,MODIS,E3SM-FUN2.0,Bias Score,MeanState,global,score,1,0.249765
EcosystemandCarbonCycle,LeafAreaIndex,MODIS,E3SM-FUN2.0,Bias,MeanState,bona,scalar,1,0.413574
EcosystemandCarbonCycle,LeafAreaIndex,MODIS,E3SM-FUN2.0,Bias Score,MeanState,bona,score,1,0.333005
EcosystemandCarbonCycle,LeafAreaIndex,MODIS,E3SM-FUN2.0,RMSE,MeanState,global,scalar,1,1.03504
EcosystemandCarbonCycle,LeafAreaIndex,MODIS,E3SM-FUN2.0,RMSE Score,MeanState,global,score,1,0.267729
EcosystemandCarbonCycle,LeafAreaIndex,MODIS,E3SM-FUN2.0,RMSE,MeanState,bona,scalar,1,0.84156
EcosystemandCarbonCycle,LeafAreaIndex,MODIS,E3SM-FUN2.0,RMSE Score,MeanState,bona,score,1,0.288312
EcosystemandCarbonCycle,LeafAreaIndex,MODIS,E3SM-FUN2.0,Overall Score,MeanState,global,score,1,0.446707
