Section,Variable,Source,Model,ScalarName,AnalysisType,Region,ScalarType,Units,Data
EcosystemandCarbonCycle,SoilCarbon,NCSCDV22,GISS-E2-1-G,Bias,MeanState,above,scalar,kg m-2,4.98919
EcosystemandCarbonCycle,SoilCarbon,NCSCDV22,GISS-E2-1-G,Bias Score,MeanState,above,score,1,0.553739
EcosystemandCarbonCycle,SoilCarbon,NCSCDV22,GISS-E2-1-G,Overall Score,MeanState,global,score,1,0.746607
EcosystemandCarbonCycle,SoilCarbon,NCSCDV22,GISS-E2-1-G,Overall Score,MeanState,above,score,1,0.654785
EcosystemandCarbonCycle,SoilCarbon,NCSCDV22,IPSL-CM5A-LR,Benchmark Period Mean (intersection),MeanState,global,scalar,Pg,472.112
EcosystemandCarbonCycle,SoilCarbon,NCSCDV22,IPSL-CM5A-LR,Benchmark Period Mean (complement),MeanState,global,scalar,Pg,0.733908
EcosystemandCarbonCycle,SoilCarbon,NCSCDV22,IPSL-CM5A-LR,Period Mean (original grids),MeanState,global,scalar,Pg,1044.31
EcosystemandCarbonCycle,SoilCarbon,NCSCDV22,IPSL-CM5A-LR,Model Period Mean (intersection),MeanState,global,scalar,Pg,335.515
EcosystemandCarbonCycle,SoilCarbon,NCSCDV22,IPSL-CM5A-LR,Model Period Mean (complement),MeanState,global,scalar,Pg,892.746
EcosystemandCarbonCycle,SoilCarbon,NCSCDV22,IPSL-CM5A-LR,Benchmark Period Mean (intersection),MeanState,above,scalar,Pg,130.456
EcosystemandCarbonCycle,SoilCarbon,NCSCDV22,IPSL-CM5A-LR,Benchmark Period Mean (complement),MeanState,above,scalar,Pg,0.0588057
EcosystemandCarbonCycle,SoilCarbon,NCSCDV22,IPSL-CM5A-LR,Period Mean (original grids),MeanState,above,scalar,Pg,144.586
EcosystemandCarbonCycle,SoilCarbon,NCSCDV22,IPSL-CM5A-LR,Model Period Mean (intersection),MeanState,above,scalar,Pg,94.2112
EcosystemandCarbonCycle,SoilCarbon,NCSCDV22,IPSL-CM5A-LR,Model Period Mean (complement),MeanState,above,scalar,Pg,52.197
EcosystemandCarbonCycle,SoilCarbon,NCSCDV22,IPSL-CM5A-LR,Spatial Distribution Score,MeanState,global,score,1,0.457385
EcosystemandCarbonCycle,SoilCarbon,NCSCDV22,IPSL-CM5A-LR,Spatial Distribution Score,MeanState,above,score,1,0.180205
EcosystemandCarbonCycle,SoilCarbon,NCSCDV22,IPSL-CM5A-LR,Bias,MeanState,global,scalar,kg m-2,-6.45318
EcosystemandCarbonCycle,SoilCarbon,NCSCDV22,IPSL-CM5A-LR,Bias Score,MeanState,global,score,1,0.635273
EcosystemandCarbonCycle,SoilCarbon,NCSCDV22,IPSL-CM5A-LR,Bias,MeanState,above,scalar,kg m-2,-5.66663
EcosystemandCarbonCycle,SoilCarbon,NCSCDV22,IPSL-CM5A-LR,Bias Score,MeanState,above,score,1,0.585979
EcosystemandCarbonCycle,SoilCarbon,NCSCDV22,IPSL-CM5A-LR,Overall Score,MeanState,global,score,1,0.546329
EcosystemandCarbonCycle,SoilCarbon,NCSCDV22,IPSL-CM5A-LR,Overall Score,MeanState,above,score,1,0.383092
EcosystemandCarbonCycle,SoilCarbon,NCSCDV22,CESM2,Benchmark Period Mean (intersection),MeanState,global,scalar,Pg,471.906
EcosystemandCarbonCycle,SoilCarbon,NCSCDV22,CESM2,Benchmark Period Mean (complement),MeanState,global,scalar,Pg,0.940045
EcosystemandCarbonCycle,SoilCarbon,NCSCDV22,CESM2,Period Mean (original grids),MeanState,global,scalar,Pg,2194.01
EcosystemandCarbonCycle,SoilCarbon,NCSCDV22,CESM2,Model Period Mean (intersection),MeanState,global,scalar,Pg,1075.1
EcosystemandCarbonCycle,SoilCarbon,NCSCDV22,CESM2,Model Period Mean (complement),MeanState,global,scalar,Pg,1148.95
EcosystemandCarbonCycle,SoilCarbon,NCSCDV22,CESM2,Benchmark Period Mean (intersection),MeanState,above,scalar,Pg,130.119
EcosystemandCarbonCycle,SoilCarbon,NCSCDV22,CESM2,Benchmark Period Mean (complement),MeanState,above,scalar,Pg,0.458409
EcosystemandCarbonCycle,SoilCarbon,NCSCDV22,CESM2,Period Mean (original grids),MeanState,above,scalar,Pg,801.92
EcosystemandCarbonCycle,SoilCarbon,NCSCDV22,CESM2,Model Period Mean (intersection),MeanState,above,scalar,Pg,445.885
EcosystemandCarbonCycle,SoilCarbon,NCSCDV22,CESM2,Model Period Mean (complement),MeanState,above,scalar,Pg,354.572
EcosystemandCarbonCycle,SoilCarbon,NCSCDV22,CESM2,Spatial Distribution Score,MeanState,global,score,1,0.0446904
EcosystemandCarbonCycle,SoilCarbon,NCSCDV22,CESM2,Spatial Distribution Score,MeanState,above,score,1,0.0229735
EcosystemandCarbonCycle,SoilCarbon,NCSCDV22,CESM2,Bias,MeanState,global,scalar,kg m-2,27.5099
EcosystemandCarbonCycle,SoilCarbon,NCSCDV22,CESM2,Bias Score,MeanState,global,score,1,0.44802
EcosystemandCarbonCycle,SoilCarbon,NCSCDV22,CESM2,Bias,MeanState,above,scalar,kg m-2,50.3649
EcosystemandCarbonCycle,SoilCarbon,NCSCDV22,CESM2,Bias Score,MeanState,above,score,1,0.424466
EcosystemandCarbonCycle,SoilCarbon,NCSCDV22,CESM2,Overall Score,MeanState,global,score,1,0.246355
EcosystemandCarbonCycle,SoilCarbon,NCSCDV22,CESM2,Overall Score,MeanState,above,score,1,0.22372
EcosystemandCarbonCycle,SoilCarbon,NCSCDV22,UKESM1-0-LL,Benchmark Period Mean (intersection),MeanState,global,scalar,Pg,470.938
EcosystemandCarbonCycle,SoilCarbon,NCSCDV22,UKESM1-0-LL,Benchmark Period Mean (complement),MeanState,global,scalar,Pg,1.90771
EcosystemandCarbonCycle,SoilCarbon,NCSCDV22,UKESM1-0-LL,Period Mean (original grids),MeanState,global,scalar,Pg,2026.86
EcosystemandCarbonCycle,SoilCarbon,NCSCDV22,UKESM1-0-LL,Model Period Mean (intersection),MeanState,global,scalar,Pg,269.524
EcosystemandCarbonCycle,SoilCarbon,NCSCDV22,UKESM1-0-LL,Model Period Mean (complement),MeanState,global,scalar,Pg,1748.49
EcosystemandCarbonCycle,SoilCarbon,NCSCDV22,UKESM1-0-LL,Benchmark Period Mean (intersection),MeanState,above,scalar,Pg,129.175
EcosystemandCarbonCycle,SoilCarbon,NCSCDV22,UKESM1-0-LL,Benchmark Period Mean (complement),MeanState,above,scalar,Pg,1.42585
EcosystemandCarbonCycle,SoilCarbon,NCSCDV22,UKESM1-0-LL,Period Mean (original grids),MeanState,above,scalar,Pg,163.583
EcosystemandCarbonCycle,SoilCarbon,NCSCDV22,UKESM1-0-LL,Model Period Mean (intersection),MeanState,above,scalar,Pg,91.3699
EcosystemandCarbonCycle,SoilCarbon,NCSCDV22,UKESM1-0-LL,Model Period Mean (complement),MeanState,above,scalar,Pg,72.2131
EcosystemandCarbonCycle,SoilCarbon,NCSCDV22,UKESM1-0-LL,Spatial Distribution Score,MeanState,global,score,1,0.602927
EcosystemandCarbonCycle,SoilCarbon,NCSCDV22,UKESM1-0-LL,Spatial Distribution Score,MeanState,above,score,1,0.582114
EcosystemandCarbonCycle,SoilCarbon,NCSCDV22,UKESM1-0-LL,Bias,MeanState,global,scalar,kg m-2,-9.02773
EcosystemandCarbonCycle,SoilCarbon,NCSCDV22,UKESM1-0-LL,Bias Score,MeanState,global,score,1,0.540274
EcosystemandCarbonCycle,SoilCarbon,NCSCDV22,UKESM1-0-LL,Bias,MeanState,above,scalar,kg m-2,-5.93502
EcosystemandCarbonCycle,SoilCarbon,NCSCDV22,UKESM1-0-LL,Bias Score,MeanState,above,score,1,0.543062
EcosystemandCarbonCycle,SoilCarbon,NCSCDV22,UKESM1-0-LL,Overall Score,MeanState,global,score,1,0.5716
EcosystemandCarbonCycle,SoilCarbon,NCSCDV22,UKESM1-0-LL,Overall Score,MeanState,above,score,1,0.562588
EcosystemandCarbonCycle,SoilCarbon,NCSCDV22,BCC-CSM2-MR,Benchmark Period Mean (intersection),MeanState,global,scalar,Pg,471.577
EcosystemandCarbonCycle,SoilCarbon,NCSCDV22,BCC-CSM2-MR,Benchmark Period Mean (complement),MeanState,global,scalar,Pg,1.26873
EcosystemandCarbonCycle,SoilCarbon,NCSCDV22,BCC-CSM2-MR,Period Mean (original grids),MeanState,global,scalar,Pg,1365.29
